stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
498,GUADALUPE/W. 21ST STREET,Southwest corner of GUADALUPE and 21ST - Mid-Block,30.28346,-97.74206,,
499,GUADALUPE/18TH STREET,Northwest corner of GUADALUPE and 18TH - Nearside,30.2807,-97.74205,,
500,GUADALUPE/17TH STREET,Northwest corner of GUADALUPE and 17TH - Nearside,30.27992,-97.74233,,
501,GUADALUPE/16TH STREET,Northwest corner of GUADALUPE and 16TH - Nearside,30.279,-97.74269,,
502,GUADALUPE/14TH STREET,Northwest corner of GUADALUPE and 14TH - Nearside,30.27713,-97.74341,,
503,GUADALUPE/13TH STREET,Northwest corner of GUADALUPE and 13TH - Nearside,30.27623,-97.74374,,
504,11TH/GUADALUPE,Southeast corner of 11TH and GUADALUPE - Farside,30.27356,-97.74431,,
506,11TH/CONGRESS,Southwest corner of 11TH and CONGRESS - Nearside,30.272679,-97.741291,,
507,CONGRESS/10TH STREET,Northwest corner of CONGRESS and 10TH - Nearside,30.271914,-97.741536,,
508,CONGRESS/9TH STREET,Northwest corner of CONGRESS and 9TH - Nearside,30.270987,-97.74187,,
509,CONGRESS/8TH STREET,Northwest corner of CONGRESS and 8TH - Nearside,30.270079,-97.74222,,
510,CONGRESS/7TH STREET,Northwest corner of CONGRESS and 7TH - Nearside,30.269132,-97.742576,,
511,CONGRESS/6TH,Northwest corner of CONGRESS and 6TH - Nearside,30.268192,-97.742953,,
512,CONGRESS/5TH,Northwest corner of CONGRESS and 5TH - Nearside,30.267261,-97.743271,,
513,CONGRESS/4TH STREET,Northwest corner of CONGRESS and 4TH - Nearside,30.266337,-97.743609,,
514,CONGRESS/ 3RD STREET,Northwest corner of CONGRESS and 3RD - Nearside,30.265404,-97.74396,,
515,CONGRESS/CESAR CHAVEZ,Northwest corner of CONGRESS and CESAR CHAVEZ - Nearside,30.263554,-97.744623,,
516,CONGRESS/BARTON SPRINGS,Southwest corner of CONGRESS and BARTON SPRINGS - Farside,30.25874,-97.74645,,
517,610 CONGRESS,Southwest corner of CONGRESS and RIVERSIDE - Mid-Block,30.25546,-97.74766,,
518,CONGRESS/JAMES,Northwest corner of CONGRESS and JAMES - Nearside,30.25132,-97.7492,,
519,CONGRESS/ELIZABETH,Northwest corner of CONGRESS and ELIZABETH - Nearside,30.24908,-97.75002,,
520,CONGRESS/MILTON,Northwest corner of CONGRESS and MILTON - Nearside,30.24725,-97.75071,,
521,CONGRESS/MARY,Northwest corner of CONGRESS and MARY - Nearside,30.24537,-97.75141,,
522,CONGRESS/CROCKETT,Northwest corner of CONGRESS and CROCKETT - Nearside,30.24313,-97.75224,,
523,CONGRESS/LIVE OAK,Northwest corner of CONGRESS and LIVE OAK - Nearside,30.24212,-97.75263,,
526,CONGRESS/CUMBERLAND,Northwest corner of CONGRESS and CUMBERLAND - Nearside,30.23576,-97.75635,,
527,CONGRESS/LA VISTA,Northeast corner of CONGRESS and LA VISTA - Mid-Block,30.23259,-97.75853,,
528,CONGRESS/FREDRICK,Northwest corner of CONGRESS and FREDERICK - Nearside,30.23054,-97.75984,,
529,CONGRESS/PICKLE,Southwest corner of CONGRESS and PICKLE - Farside,30.22702,-97.76189,,
531,4220 CONGRESS,Southwest corner of CONGRESS and RADAM - Mid-Block,30.22086,-97.76539,,
532,CONGRESS/ST. ELMO,Northwest corner of CONGRESS and ST ELMO - Nearside,30.21851,-97.76685,,
534,SHERATON/GREENRIDGE,Southwest corner of SHERATON and GREENRIDGE - Nearside,30.2132,-97.76399,,
535,OLD CASTLE/SHERATON,Southwest corner of OLD CASTLE and SHERATON - Farside,30.21221,-97.76263,,
536,OLD CASTLE/SEMINOLE,Northwest corner of OLD CASTLE and SEMINOLE - Nearside,30.20989,-97.76413,,
537,WESTMORELAND/FORT CLARK,Southwest corner of WESTMORELAND and FORT CLARK - Nearside,30.20719,-97.76482,,
538,FORT CLARK/BATTLE BEND,Northwest corner of FORT CLARK and BATTLE BEND - Nearside,30.20414,-97.76573,,
539,SUBURBAN/FORT DRUM,Southeast corner of SUBURBAN and FORT DRUM - Nearside,30.20719,-97.76893,,
540,SUBURBAN/TAMWORTH,Southeast corner of SUBURBAN and TAMWORTH - Nearside,30.20932,-97.76788,,
541,SUBURBAN/WINCHESTER,Southeast corner of SUBURBAN and WINCHESTER - Nearside,30.21189,-97.76763,,
543,4712 CONGRESS,Southwest corner of CONGRESS and SHERATON - Farside,30.21483,-97.76919,,
545,CONGRESS/RAMBLE,Southwest corner of CONGRESS and RAMBLE - Farside,30.208696,-97.773068,,
546,CONGRESS/SANDRA,Northwest corner of CONGRESS and SANDRA - Nearside,30.20419,-97.77517,,
548,6300 CONGRESS,Northwest corner of CONGRESS and NORTH BLUFF - Farside,30.199041,-97.776595,,
550,WILLIAM CANNON/CIRCLE S,Southwest corner of WILLIAM CANNON and CIRCLE S - Nearside,30.19255,-97.77775,,
551,409 WILLIAM CANNON,Southeast corner of WILLIAM CANNON and CIRCLE S - Mid-Block,30.192105,-97.776106,,
552,601 WILLIAM CANNON,Southeast corner of WILLIAM CANNON and CIRCLE S - Mid-Block,30.1913,-97.77326,,
553,NELMS/BLUFF SPRINGS,Southwest corner of NELMS and BLUFF SPRINGS - Nearside,30.19275,-97.76534,,
554,BLUFF SPRINGS/WILLIAM CANNON,Northwest corner of BLUFF SPRINGS and WILLIAM CANNON - Nearside,30.189473,-97.767858,,
555,412 WILLIAM CANNON,Northwest corner of WILLIAM CANNON and CIRCLE S - Mid-Block,30.19185,-97.77412,,
556,WILLIAM CANNON/CIRCLE S,Northwest corner of WILLIAM CANNON and CIRCLE S - Farside,30.19293,-97.7777,,
558,CONGRESS/CIRCLE S,Northeast corner of CONGRESS and CIRCLE S - Mid-Block,30.19745,-97.77689,,
559,CONGRESS/LITTLE TEXAS,Southeast corner of CONGRESS and LITTLE TEXAS - Nearside,30.20214,-97.77551,,
560,CONGRESS/MOCKINGBIRD,Southeast corner of CONGRESS and MOCKINGBIRD - Nearside,30.20718,-97.77369,,
564,SHERATON/CONGRESS,Northeast corner of SHERATON and CONGRESS - Nearside,30.21514,-97.7686,,
565,CONGRESS/ST. ELMO,Southeast corner of CONGRESS and ST ELMO - Nearside,30.21743,-97.76724,,
566,CONGRESS/INDUSTRIAL,Southeast corner of CONGRESS and INDUSTRIAL - Nearside,30.22016,-97.7655,,
568,CONGRESS/ALPINE,Northeast corner of CONGRESS and ALPINE - Farside,30.2283,-97.76093,,
569,CONGRESS/WOODWARD,Northeast corner of CONGRESS and WOODWARD - Farside,30.23016,-97.75978,,
571,CONGRESS/CUMBERLAND,Southeast corner of CONGRESS and CUMBERLAND - Nearside,30.23541,-97.75632,,
573,CONGRESS/LIVE OAK,Southeast corner of CONGRESS and LIVE OAK - Nearside,30.24175,-97.75241,,
574,CONGRESS/MARY,Southeast corner of CONGRESS and MARY - Nearside,30.24502,-97.75119,,
575,CONGRESS/MONROE,Southeast corner of CONGRESS and MONROE - Nearside,30.24778,-97.75018,,
576,CONGRESS/THE CIRCLE,Northeast corner of CONGRESS and THE CIRCLE - Mid-Block,30.25158,-97.74877,,
577,611 CONGRESS,Northeast corner of CONGRESS and ACADEMY - Mid-Block,30.25539,-97.74736,,
578,CONGRESS/2ND,Southeast corner of CONGRESS and 2ND - Nearside,30.264174,-97.744098,,
579,CONGRESS/3RD,Southeast corner of CONGRESS and 3RD - Nearside,30.26512,-97.743733,,
580,CONGRESS/4TH,Southeast corner of CONGRESS and 4TH - Nearside,30.266047,-97.743384,,
581,CONGRESS/5TH,Southeast corner of CONGRESS and 5TH - Nearside,30.266975,-97.743044,,
582,CONGRESS/6TH,Southeast corner of CONGRESS and 6TH - Nearside,30.267889,-97.742705,,
583,CONGRESS/7TH STREET,Southeast corner of CONGRESS and 7TH - Nearside,30.268858,-97.742324,,
584,CONGRESS/8TH,Southeast corner of CONGRESS and 8TH - Nearside,30.26978,-97.742005,,
585,CONGRESS/9TH STREET,Southeast corner of CONGRESS and 9TH - Nearside,30.270713,-97.741662,,
590,LAVACA/12TH,Southeast corner of LAVACA and 12TH - Nearside,30.27438,-97.74299,,
591,LAVACA/13TH,Southeast corner of LAVACA and 13TH - Nearside,30.27563,-97.74256,,
592,LAVACA/14TH,Southeast corner of LAVACA and 14TH - Nearside,30.27653,-97.74221,,
593,LAVACA/15TH,Southeast corner of LAVACA and 15TH - Nearside,30.27735,-97.74191,,
594,LAVACA/16TH,Southeast corner of LAVACA and 16TH - Nearside,30.27843,-97.74151,,
595,LAVACA/18TH,Southeast corner of LAVACA and 18TH - Nearside,30.28022,-97.74084,,
596,GUADALUPE/20TH,Southeast corner of GUADALUPE and 20TH - Nearside,30.28258,-97.74191,,
598,GUADALUPE/24TH,Southeast corner of GUADALUPE and 24TH - Nearside,30.28754,-97.74143,,
599,GUADALUPE/DEAN KEETON,Southeast corner of GUADALUPE and DEAN KEETON - Nearside,30.2896,-97.74128,,
602,GUADALUPE/30TH,Southeast corner of GUADALUPE and 30TH - Nearside,30.29639,-97.74203,,
603,3101 GUADALUPE,Southeast corner of GUADALUPE and 31ST - Nearside,30.2978,-97.74114,,
604,GUADALUPE/34TH,Southeast corner of GUADALUPE and 34TH - Nearside,30.30021,-97.73961,,
605,GUADALUPE/38TH,Southeast corner of GUADALUPE and 38TH - Nearside,30.3026,-97.73814,,
606,GUADALUPE/39TH,Northeast corner of GUADALUPE and 39TH - Farside,30.30448,-97.73694,,
607,GUADALUPE/41ST,Southeast corner of GUADALUPE and 41ST - Nearside,30.30627,-97.73576,,
608,GUADALUPE/43RD,Southeast corner of GUADALUPE and 43RD - Nearside,30.3085,-97.73434,,
609,GUADALUPE/45TH,Southeast corner of GUADALUPE and 45TH - Nearside,30.31073,-97.73293,,
610,GUADALUPE/46TH,Northeast corner of GUADALUPE and 46TH - Mid-Block,30.31496,-97.73224,,
611,LAMAR/51ST,Southeast corner of LAMAR and 51ST - Nearside,30.31856,-97.73086,,
612,LAMAR/NORTHLOOP,Northeast corner of LAMAR and NORTH LOOP - Farside,30.32139,-97.72905,,
613,LAMAR/NELRAY,Southeast corner of LAMAR and NELRAY - Nearside,30.32278,-97.72819,,
614,5555 LAMAR,Northeast corner of LAMAR and NELRAY - Mid-Block,30.32411,-97.72736,,
615,N. LAMAR/KOENIG,Southeast corner of LAMAR and KOENIG - Nearside,30.3257,-97.72636,,
617,LAMAR/DENSON,Southeast corner of LAMAR and DENSON - Nearside,30.330181,-97.723533,,
618,LAMAR/BRENTWOOD,Southeast corner of LAMAR and BRENTWOOD - Nearside,30.33387,-97.72121,,
619,LAMAR/JUSTIN,Southeast corner of LAMAR and JUSTIN - Nearside,30.33658,-97.71949,,
620,LAMAR/ST. JOHNS,Northwest corner of LAMAR and ST. JOHNS - Nearside,30.33947,-97.71784,,
622,LAMAR/MORROW,Southeast corner of LAMAR and MORROW - Nearside,30.34385,-97.71492,,
623,8001 LAMAR,Northeast corner of LAMAR and RESEARCH - Mid-Block,30.34989,-97.70986,,
624,8305 LAMAR,Southeast corner of LAMAR and THURMOND - Nearside,30.35316,-97.70573,,
626,LAMAR/ELLIOT,Southeast corner of LAMAR and ELLIOTT - Nearside,30.35522,-97.70292,,
627,LAMAR/DEEN,Southeast corner of LAMAR and DEEN - Nearside,30.35644,-97.70122,,
628,LAMAR/CARPENTER,Southeast corner of LAMAR and CARPENTER - Nearside,30.35815,-97.69965,,
631,LOTT/CHICO,Northwest corner of LOTT and CHICO - Nearside,30.26882,-97.68306,,
632,SPRINGDALE/OAK SPR,Northwest corner of SPRINGDALE and OAK SPR - Farside,30.273662,-97.69085,,
633,OAK SPRINGS/MERCER,Northwest corner of OAK SPRINGS and MERCER - Farside,30.27376,-97.69277,,
634,OAKSPRINGS/AIRPORT,Northwest corner of OAK SPRINGS and AIRPORT - Farside,30.27361,-97.69835,,
635,OAK SPRINGS/RIDGEWAY,Northeast corner of OAK SPRINGS and RIDGEWAY - Nearside,30.272543,-97.704637,,
636,2600 ROSEWOOD AVE.,Northwest corner of ROSEWOOD and RIDGEWAY - Mid-Block,30.27257,-97.70618,,
637,ROSEWOOD/BEDFORD,Northwest corner of ROSEWOOD and BEDFORD - Farside,30.272336,-97.708243,,
638,ROSEWOOD/HARGRAVE,Northwest corner of ROSEWOOD and HARGRAVE - Farside,30.2713,-97.71061,,
642,ROSEWOOD/SAN BERNARD,Northeast corner of ROSEWOOD and SAN BERNARD - Nearside,30.26883,-97.72546,,
645,E. 11TH/SABINE,Northeast corner of 11TH and SABINE - Nearside,30.270893,-97.734212,,
646,E. 11TH/RED RIVER,Northwest corner of 11TH and RED RIVER - Farside,30.271334,-97.735728,,
647,SAN JACINTO/11TH,Northeast corner of 11TH and GUADALUPE - Nearside,30.272097,-97.738506,,
650,COLORADO/9TH,Northwest corner of COLORADO and 9TH - Nearside,30.27146,-97.74315,,
652,BRAZOS/6TH,Southeast corner of BRAZOS and 6TH - Nearside,30.26747,-97.741466,,
653,BRAZOS/8TH,Southeast corner of BRAZOS and 8TH - Nearside,30.269105,-97.740633,,
654,BRAZOS/10TH,Southeast corner of BRAZOS and 10TH - Nearside,30.271196,-97.739955,,
656,11TH/RED RIVER,Southeast corner of 11TH and RED RIVER - Mid-Block,30.270852,-97.734992,,
657,900 11TH,Southeast corner of 11TH and BRANCH - Farside,30.26996,-97.73138,,
658,11TH/WALLER,Southwest corner of 11TH and WALLER - Nearside,30.269272,-97.729677,,
659,11TH/LYDIA,Southeast corner of 11TH and LYDIA - Farside,30.268613,-97.72782,,
660,ROSEWOOD/SAN BERNARD,Northeast corner of ROSEWOOD and 11TH - Mid-Block,30.2685,-97.72602,,
661,ROSEWOOD/ANGELINA,Southwest corner of ROSEWOOD and ANGELINA - Nearside,30.26878,-97.72446,,
662,ROSEWOOD/LAWSON,Southwest corner of ROSEWOOD and LAWSON - Nearside,30.26914,-97.7222,,
663,CHICON/ROSEWOOD,Southeast corner of ROSEWOOD and CHICON - Farside,30.2697,-97.71862,,
664,ROSEWOOD/NORTHWESTERN,Southwest corner of ROSEWOOD and NORTHWESTERN - Nearside,30.27,-97.71674,,
665,ROSEWOOD/HARGRAVE,Southwest corner of ROSEWOOD and HARGRAVE - Nearside,30.27098,-97.71085,,
666,ROSEWOOD/WEBBERVILLE,Southwest corner of ROSEWOOD and WEBBERVILLE - Nearside,30.27237,-97.70512,,
667,2805 ROSEWOOD,Southeast corner of OAK SPRINGS and WEBBERVILLE - Mid-Block,30.27277,-97.7023,,
668,OAKSPRINGS/AIRPORT,Southwest corner of OAK SPRINGS and AIRPORT - Nearside,30.273434,-97.698427,,
669,SPRINGDALE/OAK SPR,Southeast corner of OAK SPRINGS and SPRINGDALE - Mid-Block,30.273531,-97.691315,,
670,LEDESMA/SPRINGDALE,Southeast corner of LEDESMA and SPRINGDALE - Farside,30.2738,-97.68983,,
671,4901 LEDESMA,Southeast corner of LEDESMA and MENDOZA - Farside,30.2727,-97.68749,,
672,LEDESMA/RICHARDINE,Southwest corner of LEDESMA and RICHARDINE - Nearside,30.2719,-97.68568,,
673,LEDESMA/CESSAL,Southwest corner of LEDESMA and CESSAL - Nearside,30.27123,-97.68406,,
674,NORTHCROSS TRANSFER CTR.,Southwest corner of NORTHCROSS and FOSTER - Mid-Block,30.35361,-97.73592,,
675,BURNET/RICHCREEK,Northwest corner of BURNET and RICHCREEK - Nearside,30.35068,-97.73438,,
676,BURNET/GREENLAWN PKY,Northwest corner of BURNET and GREENLAWN - Nearside,30.34844,-97.73576,,
677,BURNET/PEGRAM AVE.,Northwest corner of BURNET and PEGRAM - Nearside,30.34554,-97.73757,,
678,BURNET/TWIN OAKS DR.,Northwest corner of BURNET and TWIN OAKS - Nearside,30.34258,-97.7387,,
679,BURNET/WHITEHORSE,Northwest corner of BURNET and WHITEHORSE - Nearside,30.33868,-97.73933,,
680,BURNET/ROMERIA,Northwest corner of BURNET and ROMERIA - Nearside,30.33706,-97.73958,,
682,BURNET/NORTHLAND,Southwest corner of BURNET and NORTHLAND - Farside,30.33233,-97.74015,,
683,BURNET/LAWNMONT,Northwest corner of BURNET and LAWNMONT - Nearside,30.32825,-97.73985,,
684,BURNET/N0RTH LOOP,Southwest corner of BURNET and NORTH LOOP - Farside,30.32504,-97.73966,,
685,BURNET/HANCOCK,Northwest corner of BURNET and HANCOCK - Nearside,30.32229,-97.73942,,
686,BURNET/W. 49TH,Northwest corner of BURNET and 49TH - Nearside,30.3204,-97.73928,,
687,BURNET/W. 47TH,Northwest corner of BURNET and 47TH - Nearside,30.31819,-97.73995,,
688,BURNET/W. 45TH,Northwest corner of BURNET and 45TH - Nearside,30.31561,-97.7416,,
689,MEDICAL PKWY/W. 43RD,Northwest corner of MEDICAL and 43RD - Nearside,30.31263,-97.74235,,
690,MEDICAL PKWY/W. 42ND,Southwest corner of MEDICAL and 42ND - Farside,30.31098,-97.74263,,
691,MEDICAL PKWY/W. 40TH,Northwest corner of MEDICAL and 40TH - Nearside,30.30865,-97.74273,,
692,3810 MEDICAL PKWY,Southwest corner of MEDICAL and 39TH - Mid-Block,30.30637,-97.7438,,
695,LAMAR/32ND,Northwest corner of LAMAR and 32ND - Nearside,30.301236,-97.74574,,
699,NUECES/28TH,Northwest corner of NUECES and 28TH - Nearside,30.29346,-97.74269,,
700,NUECES/26TH,Northwest corner of NUECES and 26TH - Nearside,30.29079,-97.74293,,
702,NUECES/23RD,Northwest corner of NUECES and 23RD - Nearside,30.28678,-97.74381,,
703,NUECES/21ST,Northwest corner of NUECES and 21ST - Nearside,30.284058,-97.744087,,
706,NUECES/16TH,Northwest corner of NUECES and 16TH - Nearside,30.27966,-97.74479,,
710,COLORADO/8TH,Northwest corner of COLORADO and 8TH - Nearside,30.27051,-97.74347,,
712,COLORADO/5TH,Northwest corner of 5TH and COLORADO - Nearside,30.26782,-97.74449,,
716,800 CESAR CHAVEZ,Northwest corner of CESAR CHAVEZ and SAN ANTONIO - Mid-Block,30.2658,-97.75236,,
717,BR REYNOLDS/LAMAR,Southwest corner of B.R. REYNOLDS and LAMAR - Nearside,30.26775,-97.75629,,
720,LAMAR/JULIET,Northwest corner of LAMAR and JULIET - Nearside,30.257689,-97.760158,,
722,LAMAR/CINCO,Northwest corner of LAMAR and CINCO - Nearside,30.252465,-97.764114,,
726,LAMAR/LA CASA,Northwest corner of LAMAR and LA CASA - Nearside,30.246312,-97.77873,,
728,MANCHACA/BARTON SKYWAY,Northwest corner of MANCHACA and LIGHTSEY - Nearside,30.24312,-97.78161,,
729,MANCHACA/GLENALLEN,Southwest corner of MANCHACA and GLEN ALLEN - Farside,30.24045,-97.78223,,
730,3626 MANCHACA,Southwest corner of MANCHACA and LARCHMONT - Mid-Block,30.23753,-97.78354,,
732,MANCHACA/PRATHER,Northwest corner of MANCHACA and PRATHER - Nearside,30.23404,-97.78574,,
733,MANCHACA/BEN WHITE,Northwest corner of MANCHACA and BEN WHITE - Nearside,30.23051,-97.78813,,
734,MANCHACA/REDD,Northwest corner of MANCHACA and REDD - Nearside,30.228408,-97.789442,,
735,4616 MANCHACA,Northwest corner of MANCHACA and FARMHAVEN - Nearside,30.22604,-97.79092,,
736,MANCHACA/FRONTIER TRAIL,Southwest corner of MANCHACA and FRONTIER - Farside,30.223757,-97.792339,,
737,MANCHACA/JONES RD,Northwest corner of MANCHACA and JONES - Nearside,30.22104,-97.79403,,
739,5332 MANCHACA,Southwest corner of MANCHACA and INVERNESS - Farside,30.21785,-97.79598,,
740,5500 MANCHACA,Northwest corner of MANCHACA and STASSNEY - Nearside,30.216112,-97.797114,,
742,5716 MANCHACA,Southwest corner of MANCHACA and STASSNEY - Mid-Block,30.214423,-97.799437,,
743,MANCHACA/BERKETT,Northwest corner of MANCHACA and BERKETT - Nearside,30.210671,-97.803629,,
744,MANCHACA/BERKELY,Northwest corner of MANCHACA and BERKELEY - Nearside,30.208952,-97.804711,,
745,6600 MANCHACA,Northwest corner of MANCHACA and MILES - Nearside,30.207072,-97.805914,,
750,MANCHACA/W.CANNON,Southeast corner of MANCHACA and WILLIAM CANNON - Nearside,30.20266,-97.80679,,
751,MANCHACA/MILES,Southeast corner of MANCHACA and MILES - Nearside,30.206901,-97.805837,,
752,MANCHACA/BERKELEY,Northeast corner of MANCHACA and BERKELEY - Mid-Block,30.209018,-97.804497,,
753,6215 MANCHACA,Northeast corner of MANCHACA and BERKETT - Farside,30.210529,-97.803501,,
754,MANCHACA/GARRISON,Northeast corner of MANCHACA and PARKSIDE LANE - Mid-Block,30.2129,-97.80178,,
755,5700 MANCHACA,Southeast corner of MANCHACA and STASSNEY - Nearside,30.214507,-97.798827,,
758,MANCHACA/FAIR OAKS,Southeast corner of MANCHACA and FAIR OAKS - Nearside,30.2191,-97.79498,,
764,MANCHACA/FORTVIEW,Southeast corner of MANCHACA and FORTVIEW - Nearside,30.23087,-97.78761,,
765,3900 MANCHACA,Northeast corner of MANCHACA and PRATHER - Farside,30.23409,-97.78551,,
767,MANCHACA/LARCHMONT,Southeast corner of MANCHACA and LARCHMONT - Nearside,30.23835,-97.7829,,
768,MANCHACA/GLENALLEN,Southeast corner of MANCHACA and GLEN ALLEN - Nearside,30.24057,-97.78206,,
769,2831 MANCHACA,Northeast corner of MANCHACA and LIGHTSEY - Farside,30.24302,-97.78147,,
771,2613 LAMAR,Northeast corner of LAMAR and DICKSON - Farside,30.245377,-97.779693,,
772,LAMAR/BLUEBONNET,Southwest corner of LAMAR and BLUEBONNET - Nearside,30.246752,-97.777395,,
773,2201 LAMAR,Southwest corner of LAMAR and KINNEY - Nearside,30.247465,-97.773197,,
774,LAMAR/OLTORF,Southeast corner of LAMAR and KINNEY - Mid-Block,30.248016,-97.771086,,
776,LAMAR/CINCO,Southeast corner of LAMAR and CINCO - Nearside,30.252295,-97.763982,,
777,1201 LAMAR,Southeast corner of LAMAR and LAMAR SQUARE - Nearside,30.253982,-97.762626,,
781,LAMAR/BUTLER,Southeast corner of LAMAR and BUTLER - Nearside,30.261935,-97.75792,,
783,BRAZOS/2ND,Southeast corner of BRAZOS and 2ND - Nearside,30.26383,-97.7428,,
784,BRAZOS/3RD,Southeast corner of BRAZOS and 3RD - Nearside,30.26473,-97.74245,,
785,BRAZOS/4TH,Southeast corner of BRAZOS and 4TH - Nearside,30.26571,-97.74211,,
789,11TH/CAPITOL,Northwest corner of 11TH and CONGRESS - Mid-Block,30.273048,-97.741837,,
793,15TH/GUADALUPE,Northeast corner of 15TH and GUADALUPE - Nearside,30.27801,-97.74284,,
794,15TH/SAN ANTONIO,Northeast corner of 15TH and SAN ANTONIO - Nearside,30.27835,-97.7439,,
795,15TH/RIO GRANDE,Southeast corner of RIO GRANDE and 15TH - Nearside,30.27867,-97.74619,,
796,RIO GRANDE/16TH,Southeast corner of RIO GRANDE and 16TH - Nearside,30.27967,-97.74581,,
797,RIO GRANDE/17TH,Southeast corner of RIO GRANDE and 17TH - Nearside,30.28054,-97.74551,,
799,RIO GRANDE/21ST,Southeast corner of RIO GRANDE and 21ST - Nearside,30.28394,-97.74497,,
800,RIO GRANDE/23RD,Southeast corner of RIO GRANDE and 23RD - Nearside,30.28655,-97.74473,,
801,RIO GRANDE/25TH,Southeast corner of RIO GRANDE and 25TH - Nearside,30.28923,-97.74446,,
802,RIO GRANDE/27TH,Northeast corner of RIO GRANDE and 26TH - Mid-Block,30.29199,-97.74418,,
803,RIO GRANDE/28 1/2,Southeast corner of RIO GRANDE and 28 1/2 - Nearside,30.29501,-97.74391,,
806,LAMAR/31ST,Northeast corner of LAMAR and 31ST - Mid-Block,30.30053,-97.745954,,
807,LAMAR/34TH,Southeast corner of LAMAR and 34TH - Nearside,30.302553,-97.744683,,
